Title,Anger,Fear,Joy,Love,Sadness,Surprise,Protagonist Roles,Time Period,Dominant Time of Day,Genres
10 Things I Hate About You,0.018575642,0.957570553,0.009982106,0.004230206,0.003005661,0.006635808,Fighter,Past,Daytime,"['Comedy', 'Romance']"
12 and Holding,0.33010754,0.062596276,0.585838079,0.003963812,0.01278172,0.00471259,Detective/Spy,Present,Daytime,['Drama']
12 Monkeys,0.001992648,0.993607521,0.000706525,0.000346717,0.001272773,0.002073826,Realist,Past,Daytime,"['Thriller', 'Drama', 'Sci-Fi']"
12 Years a Slave,0.000450593,0.000239741,0.996851742,0.00108162,0.000502222,0.000874152,Detective/Spy,Past,Daytime,['Drama']
12,0.228461593,0.709980607,0.02829228,0.002344243,0.028417422,0.002503849,Fighter,Past,Daytime,['Comedy']
127 Hours,0.61897254,0.212451965,0.085223459,0.003674811,0.074785873,0.004891384,Realist,Past,Daytime,"['Thriller', 'Adventure', 'Drama']"
1492 Conquest of Paradise,0.020240715,0.003268998,0.957131863,0.007420862,0.010125735,0.001811748,Realist,Past,Daytime,"['Adventure', 'Drama']"
15 Minutes,0.196454123,0.542196453,0.119240187,0.003216262,0.134360343,0.004532671,Fighter,Past,Daytime,"['Thriller', 'Crime', 'Action']"
17 Again,0.409387112,0.159237012,0.402439684,0.004024914,0.020970644,0.003940611,Detective/Spy,Past,Daytime,"['Romance', 'Comedy', 'Drama']"
187,0.493129373,0.251749456,0.217843935,0.003118841,0.028759278,0.005399128,Fighter,Past,Daytime,['Drama']
2001 A Space Odyssey,0.01134846,0.000978826,0.001240166,0.000487033,0.985677004,0.000268584,Realist,Past,Daytime,"['Adventure', 'Sci-Fi']"
2012,0.05040421,0.933262646,0.008066272,0.000650676,0.003915559,0.003700647,Realist,Past,Daytime,"['Action', 'Thriller', 'Drama', 'Adventure', 'Sci-Fi']"
25th Hour,0.015455979,0.01874638,0.002012978,0.000751283,0.962438703,0.000594724,Realist,Present,Daytime,"['Crime', 'Drama']"
28 Days Later,0.577584565,0.157449052,0.226761907,0.003810902,0.012112552,0.022280974,Detective/Spy,Present,Daytime,"['Horror', 'Drama', 'Sci-Fi']"
30 Minutes or Less,0.992480159,0.002773669,0.002616013,0.000491097,0.001318497,0.000320462,Fighter,Past,Daytime,"['Comedy', 'Adventure', 'Action']"
42,0.863979697,0.084798418,0.016178573,0.001344304,0.032645296,0.001053724,Detective/Spy,Past,Daytime,['Drama']
44 Inch Chest,0.007203375,0.004285952,0.002894144,0.000480939,0.984392643,0.000743073,Realist,Past,Daytime,"['Crime', 'Drama']"
48 Hrs.,0.044757463,0.630915403,0.00656553,0.001139137,0.312595993,0.004026411,Detective/Spy,Future,Daytime,"['Thriller', 'Comedy', 'Action']"
50-50,0.878559649,0.101939388,0.01200041,0.00097161,0.005241498,0.001287475,Detective/Spy,Past,Daytime,"['Comedy', 'Drama']"
500 Days of Summer,0.141456485,0.015031484,0.549751401,0.009833272,0.280668259,0.003259096,Child,Past,Daytime,"['Romance', 'Comedy', 'Drama']"
8MM,0.298454046,0.061604306,0.588237643,0.007376509,0.039858595,0.004468906,Comedian,Past,Daytime,['Thriller']
A Few Good Men,0.224793136,0.65654844,0.094049819,0.003994842,0.017482229,0.003131538,Fighter,Present,Daytime,"['Thriller', 'Crime', 'Drama']"
A Most Violent Year,0.700146198,0.280138552,0.003997542,0.000820523,0.01372584,0.001171242,Child,Past,Daytime,"['Crime', 'Drama', 'Action']"
A Prayer Before Dawn,0.934743702,0.037096132,0.014788327,0.002298125,0.010123774,0.00094994,Realist,Past,Daytime,"['Crime', 'Drama']"
A Quiet Place,0.003687911,0.943157315,0.001683253,0.000375614,0.00186638,0.049229525,Realist,Past,Nighttime,"['Horror', 'Drama', 'Sci-Fi']"
A Scanner Darkly,0.598860919,0.383609056,0.008328752,0.002575804,0.003961709,0.002663667,Fighter,Past,Daytime,"['Crime', 'Drama']"
A Serious Man,0.327371955,0.224720895,0.202934429,0.004311151,0.208458811,0.032202814,Realist,Past,Daytime,['Comedy']
Above the Law,0.483592212,0.424466193,0.069873706,0.004291357,0.01084134,0.006935288,Realist,Past,Daytime,['Action']
Absolute Power,0.007642815,0.003719058,0.967675447,0.001101308,0.004045512,0.015815822,Detective/Spy,Past,Daytime,"['Thriller', 'Crime', 'Drama']"
Ace Ventura Pet Detective,0.156171486,0.224718645,0.006991473,0.001454487,0.607793927,0.002870057,Fighter,Past,Daytime,['Comedy']
Adaptation,0.087028429,0.869965613,0.007538595,0.00176712,0.029000441,0.004699741,Monster/Killer/Victim,Past,Daytime,"['Comedy', 'Drama']"
Affliction,0.001633034,0.973078132,0.00078954,0.000426332,0.001528323,0.022544598,Realist,Past,Daytime,['Drama']
After School Special,0.016765447,0.004547006,0.941328108,0.004343776,0.031346511,0.001669148,Monster/Killer/Victim,Past,Daytime,['Comedy']
After.Life,0.057553142,0.100740269,0.113955155,0.002887502,0.721178532,0.003685405,Detective/Spy,Present,Daytime,"['Thriller', 'Horror', 'Drama']"
Agnes of God,0.009498509,0.980475843,0.001166375,0.000446733,0.007418017,0.000994508,Soldier,Future,Daytime,['Drama']
Air Force One,0.136449039,0.845095813,0.005870854,0.001333358,0.008670157,0.002580771,Superhuman/Scientist/Alien/Robot,Past,Nighttime,"['Thriller', 'Adventure', 'Drama', 'Action']"
Airplane 2 The Sequel,0.519964457,0.152032152,0.24581106,0.009818117,0.065586679,0.006787544,Detective/Spy,Future,Daytime,"['Comedy', 'Sci-Fi']"
Airplane,0.710706234,0.237636447,0.036906291,0.001961353,0.011239704,0.001549901,Child,Past,Nighttime,"['Comedy', 'Romance']"
Aladdin,0.00540151,0.001791203,0.9835639,0.001375968,0.006269038,0.001598496,Realist,Past,Daytime,"['Comedy', 'Fantasy', 'Family']"
Ali,0.231682852,0.615716398,0.034051448,0.00290708,0.111337975,0.004304243,Detective/Spy,Past,Daytime,['Drama']
Alien 3,0.933669508,0.052670512,0.007660369,0.001111338,0.003993188,0.000895089,Realist,Past,Daytime,"['Action', 'Thriller', 'Horror', 'Drama', 'Sci-Fi']"
Alien Nation,0.269913852,0.690651,0.018577382,0.001419885,0.016420553,0.003017294,Soldier,Past,Daytime,"['Crime', 'Drama', 'Sci-Fi']"
Alien Resurrection,0.001013516,0.995889485,0.000515437,0.000151991,0.00136873,0.001060835,Realist,Future,Nighttime,"['Thriller', 'Horror', 'Sci-Fi', 'Action']"
Alien vs. Predator,0.027686941,0.866288424,0.023473216,0.001319714,0.005584341,0.075647376,Realist,Present,Daytime,"['Thriller', 'Horror', 'Sci-Fi', 'Action']"
Alien,0.520136535,0.298995614,0.108787574,0.00417778,0.063845471,0.004057052,Realist,Present,Daytime,"['Thriller', 'Horror', 'Sci-Fi', 'Action']"
Aliens,0.179737315,0.661394775,0.039104592,0.002580338,0.106470086,0.010712904,Realist,Past,Nighttime,"['Thriller', 'Horror', 'Sci-Fi', 'Action']"
All About Eve,0.739537179,0.012926425,0.197381988,0.004786022,0.043100201,0.002268174,Realist,Future,Nighttime,['Drama']
All About Steve,0.33667478,0.064351246,0.443492949,0.005613822,0.14638482,0.003482301,Detective/Spy,Past,Daytime,['Comedy']
All the Kings Men,0.733296216,0.133393466,0.094876543,0.002405779,0.033050098,0.002977915,Detective/Spy,Future,Daytime,['Drama']
All the Presidents Men,0.022430081,0.213084102,0.040414829,0.001773298,0.004561625,0.717736065,Realist,Past,Daytime,"['Thriller', 'Drama']"
Almost Famous,0.022407781,0.011657244,0.929307938,0.023724025,0.010924618,0.00197839,Detective/Spy,Past,Daytime,"['Romance', 'Comedy', 'Drama']"
Alone in the Dark,0.003353427,0.994348466,0.000576755,0.000155759,0.000982854,0.000582729,Soldier,Present,Nighttime,"['Thriller', 'Horror', 'Action']"
Amadeus,0.156378061,0.803832829,0.02409067,0.001647901,0.012678276,0.001372296,Detective/Spy,Past,Daytime,['Drama']
Amelia,0.04868909,0.019751223,0.906885982,0.01299305,0.004798328,0.006882397,Detective/Spy,Future,Daytime,['Drama']
American Beauty,0.006425904,0.001757162,0.006891067,0.981303453,0.002385083,0.001237312,Monster/Killer/Victim,Past,Daytime,['Drama']
American Gangster,0.005101575,0.001036403,0.989963591,0.002232673,0.001122348,0.00054347,Detective/Spy,Past,Daytime,"['Crime', 'Drama']"
American Graffiti,0.00690427,0.012813085,0.88306725,0.00233767,0.004373795,0.090504065,Detective/Spy,Present,Nighttime,"['Comedy', 'Drama']"
American History X,0.103396848,0.834120512,0.006554074,0.001635558,0.051881146,0.002411876,Detective/Spy,Past,Daytime,"['Thriller', 'Crime', 'Drama']"
American Hustle,0.387304872,0.012148819,0.581467569,0.004565763,0.0123732,0.002139877,Realist,Past,Daytime,"['Crime', 'Drama']"
American Madness,0.051166553,0.017578518,0.879247427,0.001453624,0.029156845,0.021396972,Detective/Spy,Present,Daytime,['Drama']
American Milkshake,0.009229996,0.0275911,0.949744821,0.006993114,0.002815733,0.003625135,Comedian,Past,Daytime,['Comedy']
American Outlaws,0.822706699,0.102048159,0.033485461,0.002346118,0.035555236,0.003858387,Detective/Spy,Present,Daytime,"['Comedy', 'Action']"
American Pie,0.202171311,0.013410308,0.092318721,0.083056159,0.607221544,0.001821982,Realist,Present,Nighttime,['Comedy']
American Psycho,0.143066183,0.032008976,0.805926681,0.00561069,0.007855474,0.005531949,Law Person/Outlaw,Past,Nighttime,"['Thriller', 'Horror', 'Drama']"
American Shaolin King of Kickboxers II,0.421734214,0.493135005,0.042653274,0.002191614,0.03781173,0.002474197,Realist,Present,Daytime,['Action']
American Sniper,0.024135973,0.960892975,0.009814544,0.001892937,0.002157959,0.00110556,Detective/Spy,Past,Daytime,"['Drama', 'Action']"
American Splendor,0.001516669,0.996069074,0.000408948,0.000127434,0.00101828,0.000859615,Detective/Spy,Past,Daytime,"['Comedy', 'Drama']"
American Werewolf in London,0.228116065,0.065645412,0.010510079,0.00505007,0.68945682,0.001221616,Detective/Spy,Future,Daytime,"['Horror', 'Comedy', 'Romance']"
Amour,0.041065659,0.887176156,0.005885832,0.000955165,0.003361507,0.061555699,Detective/Spy,Present,Daytime,"['Romance', 'Drama']"
An Education,0.005585821,0.007066541,0.927245557,0.048146609,0.005704898,0.006250533,Realist,Past,Daytime,['Drama']
Analyze That,0.805450499,0.153576314,0.028009554,0.002047846,0.00858629,0.002329574,Realist,Past,Daytime,"['Crime', 'Comedy']"
Analyze This,0.02295728,0.008180405,0.956111312,0.005740477,0.006249999,0.00076057,Detective/Spy,Past,Daytime,"['Crime', 'Comedy']"
Anastasia,0.000756128,0.00069572,0.993856132,0.001183878,0.000648443,0.002859832,Detective/Spy,Present,Nighttime,['Family']
Angel Eyes,0.004966072,0.002122133,0.011388627,0.969275773,0.011101312,0.001146117,Law Person/Outlaw,Past,Daytime,"['Romance', 'Drama']"
Anna Karenina,0.010217201,0.00267863,0.980270624,0.002613053,0.002803029,0.001417483,Detective/Spy,Past,Daytime,['Drama']
Annie Hall,0.002075298,0.001015486,0.000952326,0.000242771,0.995547175,0.000166841,Child,Past,Daytime,"['Comedy', 'Romance']"
Anonymous,0.017474251,0.977466643,0.001561101,0.000302257,0.002326474,0.000869243,Detective/Spy,Past,Daytime,"['Thriller', 'Drama']"
Antitrust,0.004783543,0.001500037,0.924162805,0.066066518,0.001876748,0.001610389,Realist,Past,Daytime,"['Thriller', 'Crime', 'Drama']"
Antz,0.500610292,0.143046379,0.267222553,0.007658136,0.068321675,0.013140967,Soldier,Present,Daytime,"['Adventure', 'Comedy', 'Fantasy']"
Apocalypse Now,0.039521825,0.926208854,0.012168899,0.001078765,0.005892245,0.015129449,Law Person/Outlaw,Past,Daytime,"['War', 'Drama', 'Action']"
Apollo 13,0.473059773,0.174096823,0.203276545,0.020045212,0.110961616,0.018559942,Realist,Present,Nighttime,"['Adventure', 'Drama']"
April Fools Day,0.254667461,0.109764531,0.155635133,0.01531923,0.460375547,0.004238166,Monster/Killer/Victim,Past,Daytime,"['Horror', 'Comedy']"
Apt Pupil,0.107788384,0.061227176,0.800016701,0.004398501,0.024020679,0.002548576,Realist,Past,Daytime,"['Thriller', 'Drama']"
Arbitrage,0.098339446,0.021300262,0.83658129,0.020636093,0.01538698,0.007756009,Realist,Past,Daytime,"['Thriller', 'Drama']"
Arcade,0.027858498,0.716860056,0.15487203,0.003433027,0.074691772,0.02228466,Realist,Future,Nighttime,['Sci-Fi']
Arctic Blue,0.66084832,0.027808409,0.021116588,0.00214164,0.286911815,0.00117317,Law Person/Outlaw,Future,Daytime,"['Thriller', 'Action']"
Argo,0.863127887,0.043888927,0.049412128,0.001764336,0.04020207,0.0016046,Realist,Past,Daytime,"['Thriller', 'Drama']"
Armageddon,0.626567245,0.321124554,0.019808466,0.001300597,0.026359528,0.004839631,Realist,Past,Daytime,"['Thriller', 'Sci-Fi', 'Action']"
Army of Darkness,0.059118986,0.672030628,0.015670316,0.002078437,0.247454569,0.003647105,Realist,Past,Daytime,"['Comedy', 'Fantasy', 'Action', 'Horror', 'Adventure']"
Arsenic and Old Lace,0.95692575,0.029237647,0.009058124,0.00058962,0.00205742,0.002131537,Monster/Killer/Victim,Past,Nighttime,"['Crime', 'Comedy']"
Arthur,0.186592653,0.788610399,0.008183021,0.000974403,0.004513281,0.011126243,Law Person/Outlaw,Past,Daytime,['Comedy']
As Good As It Gets,0.075944863,0.008664168,0.418784499,0.476441383,0.017501965,0.002663194,Detective/Spy,Present,Daytime,"['Romance', 'Comedy', 'Drama']"
Assassins,0.022398649,0.006132283,0.963009477,0.001287074,0.006097143,0.001075492,Comedian,Past,Daytime,"['Thriller', 'Action']"
At First Sight,0.107252993,0.21564272,0.562125146,0.012122231,0.095202796,0.007654082,Fighter,Past,Daytime,['Drama']
August Osage County,0.206739128,0.013684004,0.015163551,0.001874719,0.761494398,0.001044255,Realist,Past,Daytime,['Drama']
Austin Powers - International Man of Mystery,0.172274619,0.036661305,0.065725565,0.002860182,0.719791114,0.002687228,Superhuman/Scientist/Alien/Robot,Past,Daytime,"['Comedy', 'Action']"
Austin Powers - The Spy Who Shagged Me,0.004229734,0.001618613,0.987585545,0.003327223,0.00210701,0.001131735,Superhuman/Scientist/Alien/Robot,Past,Daytime,"['Comedy', 'Action']"
Authors Anonymous,0.05973658,0.080659904,0.777899086,0.007435709,0.056131698,0.018136954,Detective/Spy,Past,Daytime,['Comedy']
Autumn in New York,0.497086436,0.024594134,0.150376111,0.007442564,0.319039643,0.001461066,Detective/Spy,Past,Daytime,"['Romance', 'Drama']"
Avatar,0.864396453,0.050326061,0.014444459,0.002175316,0.067261413,0.001396362,Realist,Present,Daytime,"['Adventure', 'Sci-Fi', 'Action']"
Avengers The 2012,0.518397927,0.062157013,0.382781655,0.005427789,0.029080495,0.002155153,Fighter,Present,Daytime,"['Adventure', 'Sci-Fi', 'Action']"
Avventura L The Adventure,0.996926367,0.001575142,0.000511236,0.000214417,0.000571446,0.000201477,Realist,Present,Daytime,"['Thriller', 'Drama']"
Awakenings,0.038173828,0.931799293,0.012088331,0.001119078,0.013870217,0.002949209,Realist,Past,Daytime,['Drama']
Babel,0.220426008,0.142182216,0.591455638,0.00847331,0.034433447,0.003029359,Detective/Spy,Future,Daytime,"['Thriller', 'Drama']"
Bachelor Party,0.931314409,0.012813746,0.032195985,0.002943313,0.019974761,0.000757682,Fighter,Past,Daytime,['Comedy']
Backdraft,0.965630651,0.015698221,0.008442777,0.000759338,0.008870933,0.00059808,Detective/Spy,Past,Daytime,"['Thriller', 'Drama', 'Action']"
Bad Boys,0.007060054,0.981719553,0.002266599,0.000407903,0.007791841,0.00075402,Monster/Killer/Victim,Present,Nighttime,"['Comedy', 'Action']"
Bad Country,0.889645219,0.037387509,0.006053358,0.001436171,0.064623147,0.000854555,Detective/Spy,Past,Daytime,"['Crime', 'Drama', 'Action']"
Bad Day at Black Rock,0.834088981,0.064571954,0.008696792,0.001939103,0.089350715,0.001352473,Fighter,Past,Daytime,"['Thriller', 'Drama']"
Bad Dreams,0.029655907,0.032915674,0.767118514,0.017409351,0.150372535,0.002528067,Detective/Spy,Past,Daytime,"['Thriller', 'Horror']"
Bad Lieutenant,0.471082538,0.104058005,0.010133794,0.209565505,0.197846279,0.007313929,Realist,Past,Daytime,"['Crime', 'Drama']"
Bad Santa,0.007321431,0.006878128,0.969957113,0.003372096,0.010567856,0.001903452,Detective/Spy,Future,Daytime,"['Crime', 'Comedy']"
Bad Teacher,0.053950541,0.474434853,0.417425513,0.007202529,0.033178393,0.013808182,Detective/Spy,Present,Daytime,['Comedy']
Badlands,0.00073089,0.00032052,0.996502399,0.000720361,0.001482825,0.000243082,Realist,Past,Daytime,"['Thriller', 'Crime', 'Drama']"
Bamboozled,0.97845161,0.002020468,0.012321465,0.000743372,0.005968032,0.000495159,Comedian,Present,Daytime,"['Comedy', 'Drama']"
Barry Lyndon,0.978588581,0.001657017,0.015054352,0.001607089,0.002562797,0.000530149,Child,Past,Daytime,"['Romance', 'War', 'Drama']"
Barton Fink,0.108212709,0.06718532,0.067455836,0.002543552,0.7522493,0.002353243,Fighter,Past,Daytime,"['Thriller', 'Comedy', 'Drama']"
Basic Instinct,0.405798346,0.315841943,0.136093229,0.043816045,0.094046272,0.004404189,Fighter,Past,Nighttime,"['Thriller', 'Crime']"
Basic,0.015792103,0.968079031,0.002202094,0.000469068,0.012088662,0.001369012,Child,Past,Daytime,"['Thriller', 'Drama']"
Basquiat,0.006155305,0.788423598,0.001798645,0.000671646,0.199858189,0.003092559,Realist,Past,Daytime,['Drama']
Batman 2,0.324274838,0.015046336,0.643516541,0.004089252,0.011503617,0.001569414,Child,Past,Daytime,"['Thriller', 'Crime', 'Fantasy', 'Action']"
Batman,0.578004777,0.196776584,0.194069028,0.005352172,0.018855121,0.006942225,Child,Past,Nighttime,"['Thriller', 'Crime', 'Fantasy', 'Action']"
Battle Los Angeles,0.009623373,0.986641645,0.001348761,0.000273702,0.001215696,0.000896878,Soldier,Past,Daytime,"['Sci-Fi', 'Action']"
Bean,0.978096664,0.003376741,0.014758456,0.000793661,0.002322246,0.000652238,Fighter,Past,Daytime,['Comedy']
Beasts of No Nation,0.546239018,0.007155782,0.36770913,0.02085142,0.056125805,0.001918774,Child,Present,Daytime,"['War', 'Drama']"
Beasts of the Southern Wild,0.085839964,0.813258052,0.042486753,0.002850847,0.045809504,0.009754946,Detective/Spy,Present,Daytime,"['Fantasy', 'Drama']"
Beauty and the Beast,0.013131179,0.00176457,0.973949194,0.005459729,0.003059537,0.002635653,Detective/Spy,Past,Daytime,"['Fantasy', 'Family']"
Beavis and Butt-head Do America,0.993553042,0.00293539,0.001535624,0.000228453,0.001454837,0.000292662,Fighter,Past,Daytime,['Comedy']
Beginners,0.461399674,0.174522817,0.187701032,0.005899996,0.165494472,0.004981969,Detective/Spy,Past,Daytime,"['Romance', 'Comedy', 'Drama']"
Being Human,0.014612924,0.062305331,0.889373779,0.01247989,0.017616738,0.003611338,Fighter,Present,Daytime,"['Comedy', 'Fantasy', 'Drama']"
Being John Malkovich,0.003963003,0.00089729,0.987657547,0.001085003,0.005987521,0.00040956,Realist,Past,Daytime,"['Comedy', 'Fantasy']"
Being There,0.342196763,0.167895377,0.462413937,0.008578903,0.013793995,0.005121067,Fighter,Past,Daytime,"['Comedy', 'Drama']"
Belle,0.001066466,0.996134996,0.000305858,0.000241887,0.001542092,0.000708636,Child,Past,Daytime,"['Romance', 'Drama']"
Beloved,0.110880464,0.214622125,0.003704995,0.009229101,0.659827054,0.001736232,Realist,Past,Daytime,['Drama']
Big Eyes,0.001755288,0.000790979,0.001302771,0.000715939,0.99518162,0.000253355,Detective/Spy,Past,Daytime,"['Crime', 'Drama']"
Big Fish,0.791461289,0.120765686,0.066487551,0.008958342,0.007896741,0.004430356,Comedian,Past,Daytime,"['Adventure', 'Comedy', 'Fantasy', 'Drama']"
Big,0.815013051,0.026765922,0.126858473,0.00250416,0.026735393,0.002122966,Realist,Past,Daytime,"['Comedy', 'Fantasy', 'Family']"
Birdman,0.004924965,0.005883744,0.97770077,0.001816729,0.002053253,0.007620541,Law Person/Outlaw,Past,Daytime,"['Romance', 'Comedy', 'Drama']"
Birthday Girl,0.249209344,0.709769905,0.024430724,0.003623498,0.006394106,0.006572397,Detective/Spy,Past,Daytime,"['Romance', 'Crime', 'Comedy', 'Drama']"
Black Panther,0.393299311,0.521419287,0.062745929,0.002127758,0.017184731,0.003222976,Realist,Past,Daytime,"['Adventure', 'Sci-Fi', 'Action']"
Black Rain,0.316932201,0.021102635,0.632356465,0.002901827,0.024409836,0.002296969,Law Person/Outlaw,Past,Daytime,"['Crime', 'Drama', 'Action']"
Black Snake Moan,0.088156849,0.397387415,0.021821098,0.012259648,0.476422906,0.003952071,Child,Present,Daytime,['Drama']
Black Swan,0.002345012,0.992000699,0.003523654,0.000325966,0.001134631,0.000670013,Fighter,Past,Daytime,"['Thriller', 'Drama']"
BlacKkKlansman,0.002912692,0.006411664,0.007452222,0.000990846,0.981299937,0.000932694,Detective/Spy,Past,Daytime,"['Crime', 'Drama']"
Blade II,0.163787872,0.783289492,0.007872316,0.001440247,0.041304853,0.002305246,Comedian,Past,Daytime,"['Thriller', 'Horror', 'Action']"
Blade Runner,0.374756157,0.375221133,0.219278201,0.003565984,0.0233909,0.003787673,Fighter,Past,Daytime,"['Drama', 'Sci-Fi', 'Action']"
Blade Trinity,0.274764508,0.484923542,0.007216852,0.001783649,0.228705198,0.00260626,Detective/Spy,Past,Daytime,"['Thriller', 'Fantasy', 'Horror', 'Action']"
Blade,0.022371715,0.069324434,0.003867034,0.001078938,0.901887953,0.001469974,Realist,Past,Daytime,"['Horror', 'Sci-Fi', 'Action']"
Blood and Wine,0.00927982,0.001694252,0.98149693,0.004370762,0.002336093,0.00082223,Detective/Spy,Past,Daytime,"['Thriller', 'Crime', 'Drama']"
Blood Simple,0.91018945,0.013839318,0.018371925,0.013476002,0.043156888,0.000966442,Detective/Spy,Present,Daytime,"['Thriller', 'Drama']"
Blow,0.782917023,0.105291121,0.088217117,0.002693637,0.016915506,0.003965589,Law Person/Outlaw,Past,Daytime,"['Crime', 'Drama']"
Blue Valentine,0.251757383,0.098414175,0.535988986,0.022688918,0.085880592,0.00526992,Realist,Present,Daytime,"['Romance', 'Drama']"
Blue Velvet,0.000796482,0.000797345,0.955435395,0.040894594,0.001232414,0.000843751,Detective/Spy,Present,Nighttime,"['Thriller', 'Crime', 'Drama']"
Body Heat,0.761354029,0.115300074,0.024485242,0.080506168,0.014408452,0.003946024,Monster/Killer/Victim,Past,Nighttime,"['Thriller', 'Crime']"
Body of Evidence,0.024318542,0.916083217,0.017012483,0.022323346,0.01421634,0.006046019,Realist,Present,Daytime,"['Thriller', 'Romance']"
Bodyguard,0.219052121,0.696046948,0.057146374,0.006246307,0.015665136,0.005843102,Superhuman/Scientist/Alien/Robot,Past,Daytime,"['Thriller', 'Romance', 'Drama']"
Bones,0.002773947,0.994433105,0.000422426,0.000154628,0.001011317,0.001204537,Monster/Killer/Victim,Past,Nighttime,['Horror']
Bonfire of the Vanities,0.071810044,0.918864012,0.00318516,0.000625853,0.004267242,0.001247684,Realist,Future,Daytime,"['Comedy', 'Drama']"
Bonnie and Clyde,0.050766211,0.064496823,0.688232005,0.053048085,0.011048756,0.132408142,Child,Future,Daytime,"['Crime', 'Romance', 'Drama']"
Boogie Nights,0.990493715,0.001555532,0.005249757,0.000897969,0.001441281,0.00036181,Fighter,Past,Daytime,['Drama']
Boondock Saints 2 All Saints Day,0.254616499,0.174854741,0.379243046,0.005329607,0.180665046,0.00529107,Law Person/Outlaw,Past,Daytime,"['Thriller', 'Crime', 'Drama', 'Action']"
Bottle Rocket,0.45553872,0.366700202,0.150948629,0.003429874,0.019781927,0.003600643,Detective/Spy,Past,Daytime,"['Crime', 'Comedy']"
Bound,0.059372127,0.450624466,0.019546205,0.447516888,0.01536884,0.00757145,Fighter,Present,Daytime,"['Thriller', 'Crime', 'Drama']"
Boyhood,0.471788377,0.036557704,0.128400892,0.010368611,0.350679547,0.002204773,Child,Past,Daytime,['Drama']
Braveheart,0.978999019,0.011449233,0.004754262,0.001527094,0.002888056,0.000382317,Detective/Spy,Past,Nighttime,"['War', 'Drama', 'Action']"
Brazil,0.95158726,0.005606432,0.036932033,0.001938452,0.002794295,0.001141558,Child,Future,Daytime,"['Comedy', 'Fantasy', 'Sci-Fi']"
Break,0.448143184,0.515116394,0.021632247,0.002343416,0.009624057,0.003140686,Realist,Past,Daytime,['Drama']
Breakdown,0.002028752,0.991122007,0.000596984,0.000196178,0.005244472,0.00081153,Realist,Past,Daytime,"['Thriller', 'Action']"
Breaking Away,0.013531455,0.003655905,0.970847547,0.00299674,0.008048458,0.000919873,Detective/Spy,Future,Daytime,"['Comedy', 'Drama']"
Brick,0.063977696,0.743179262,0.036122944,0.003513737,0.146530166,0.006676193,Realist,Past,Daytime,['Drama']
Bridesmaids,0.003415991,0.001675771,0.96738708,0.006129828,0.020229289,0.001162159,Realist,Past,Daytime,['Comedy']
Bringing Out the Dead,0.086630791,0.854248405,0.024780098,0.001695285,0.029583296,0.003062167,Superhuman/Scientist/Alien/Robot,Present,Nighttime,['Drama']
Broadcast News,0.000143175,0.000138102,0.998844147,0.000303316,0.00027582,0.000295549,Realist,Past,Daytime,"['Romance', 'Comedy', 'Drama']"
Broken Arrow,0.517695725,0.314966172,0.116090722,0.002730769,0.045174699,0.00334194,Child,Past,Daytime,"['Thriller', 'Adventure', 'Action']"
Broken Embraces,0.509983301,0.271928191,0.054387998,0.002257949,0.159049526,0.002393065,Detective/Spy,Past,Daytime,"['Thriller', 'Romance', 'Drama']"
Bruce Almighty,0.003813609,0.003216438,0.982346237,0.000586504,0.004114503,0.00592276,Detective/Spy,Future,Daytime,"['Comedy', 'Fantasy', 'Romance']"
Buffy the Vampire Slayer,0.013174391,0.965014756,0.00186729,0.000536457,0.018138748,0.001268262,Fighter,Past,Nighttime,"['Horror', 'Comedy', 'Action']"
Bull Durham,0.65750736,0.026400713,0.035535526,0.005797076,0.273221791,0.001537503,Child,Past,Nighttime,"['Romance', 'Comedy', 'Drama']"
Buried,0.021849483,0.96957761,0.00101038,0.000262378,0.00545572,0.001844514,Monster/Killer/Victim,Past,Daytime,"['Thriller', 'Drama']"
Burlesque,0.123964317,0.014119885,0.798597157,0.044806112,0.012886461,0.005626151,Detective/Spy,Past,Nighttime,"['Romance', 'Drama']"
Burn After Reading,0.069746718,0.15017873,0.079729035,0.003246302,0.012986568,0.684112668,Detective/Spy,Present,Daytime,"['Crime', 'Comedy']"
Burning Annie,0.005437662,0.000721511,0.989476681,0.001778383,0.00137362,0.001212078,Detective/Spy,Present,Daytime,"['Romance', 'Comedy', 'Drama']"
Cable Guy,0.920769513,0.032088902,0.005573466,0.000960445,0.039845392,0.000762281,Detective/Spy,Past,Nighttime,"['Thriller', 'Comedy', 'Drama']"
Candle to Water,0.000822755,0.000521087,0.002118856,0.000305048,0.996049464,0.000182795,Spouse/Lover/Ex,Present,Daytime,['Drama']
Capote,0.140694037,0.074226238,0.75323391,0.008309693,0.021438317,0.002097814,Realist,Past,Daytime,"['Crime', 'Drama']"
Carrie,0.00461396,0.013339966,0.970665216,0.002944877,0.006737529,0.001698436,Realist,Past,Daytime,"['Thriller', 'Horror']"
Cars 2,0.686862469,0.214733794,0.086315326,0.001840241,0.008337098,0.001911059,Detective/Spy,Past,Daytime,"['Adventure', 'Action']"
Case 39,0.006209554,0.989985228,0.000918304,0.000292207,0.001950519,0.000644241,Superhuman/Scientist/Alien/Robot,Present,Daytime,"['Thriller', 'Horror']"
Casino,0.190693811,0.007873994,0.785874426,0.005570444,0.008918301,0.001068982,Realist,Past,Daytime,['Crime']
